style,new_filename,artist_group,in_train,title,source,size_bytes,pixelsy,pixelsx,genre,date,artist
Romanticism,27002.jpg,train_and_test,TRUE,Asensio Juliá,wikipedia,84441,1047,750,portrait,c.1798,Francisco Goya
Impressionism,65015.jpg,train_and_test,TRUE,Place du Chatelet,wikiart,872948,750,1047,cityscape,,Antoine Blanchard
Impressionism,79741.jpg,train_and_test,FALSE,Madame de Rutte,wikiart,128873,979,802,portrait,c.1875,Edgar Degas
Realism,50434.jpg,train_and_test,TRUE,Algerian Woman,wikiart,140363,1025,766,portrait,c.1873,Camille Corot
Realism,18029.jpg,train_and_test,FALSE,Shad Fishing at Gloucester on the Delaware River,wikiart,134242,717,1095,genre painting,1881,Thomas Eakins
Impressionism,21281.jpg,train_and_test,TRUE,Woman Squatting,wikiart,191583,1051,747,nude painting (nu),c.1879,Edgar Degas
Impressionism,48059.jpg,train_and_test,TRUE,Riverbank at Veneux,wikiart,287702,760,1033,landscape,1881,Alfred Sisley
Realism,96741.jpg,train_and_test,TRUE,River and Cliff,wikiart,809150,811,968,landscape,1865,Gustave Courbet
Impressionism,102753.jpg,train_and_test,TRUE,Boaters on the Yerres,wikiart,51627,688,1141,genre painting,1877,Gustave Caillebotte
Realism,32632.jpg,train_and_test,FALSE,Portrait of Vladimir Girshman ,wikiart,68983,1000,785,portrait,1911,Valentin Serov
Realism,26833.jpg,train_and_test,TRUE,Nicholas of Myra eliminates the death of three innocent prisoners,wikiart,124988,1000,785,religious painting,1890,Ilya Repin
Realism,36928.jpg,train_and_test,TRUE,Autumn. The Manor.,wikipedia,256642,785,1000,landscape,1894,Isaac Levitan
Realism,32465.jpg,train_and_test,FALSE,Pine forest in Ligovo,wikiart,256453,1000,785,landscape,1895,Ivan Shishkin
Romanticism,37452.jpg,train_and_test,FALSE,Portrait of Prince P.Vyazemsky,wikiart,211937,1000,785,portrait,c.1880,Konstantin Makovsky
Realism,58686.jpg,train_and_test,TRUE,The rider in Jaipur,wikiart,187671,1000,785,genre painting,c.1880,Vasily Vereshchagin
Realism,76712.jpg,train_and_test,TRUE,Kneeling Model,wikiart,186815,1000,785,sketch and study,,John Singer Sargent
Realism,356.jpg,train_and_test,TRUE,Reprimand,wikiart,197447,1000,785,genre painting,1883,Vladimir Makovsky
Romanticism,99844.jpg,train_and_test,TRUE,Head of the Girl,wikiart,220975,1000,785,portrait,,Konstantin Makovsky
Realism,10844.jpg,train_and_test,TRUE,Portrait of K.B. Boleslavova,wikiart,183741,1000,785,portrait,1913,Ilya Repin
Realism,49601.jpg,train_and_test,TRUE,Peasant Woman with Cows,wikiart,352944,785,1000,landscape,1873,Ivan Shishkin
Impressionism,44868.jpg,train_and_test,TRUE,Spring landscape,wikiart,276571,785,1000,landscape,,Kazimir Malevich
Romanticism,96055.jpg,train_and_test,TRUE,View of the Bosporus,wikiart,588903,785,1000,landscape,1864,Ivan Aivazovsky
Realism,61249.jpg,train_and_test,TRUE,A road,wikiart,201062,785,1000,landscape,1874,Ivan Shishkin
Realism,7468.jpg,train_and_test,TRUE,Palestine. Sermon on the Mount.,wikiart,235685,785,1000,religious painting,c.1900,Vasily Polenov
Romanticism,30210.jpg,train_and_test,TRUE,Portrait Of Miss Laura Theresa Epps,wikiart,160113,785,1000,portrait,c.1871,Sir Lawrence Alma-Tadema
Realism,51421.jpg,train_and_test,TRUE,Country Boys ,wikiart,332847,1000,785,portrait,1936,Nikolay Bogdanov-Belsky
Romanticism,44427.jpg,train_and_test,FALSE,Autumn Landscape (Mount Chocorua),wikiart,259294,785,1000,landscape,1828,Thomas Cole
Realism,94401.jpg,train_and_test,TRUE,A Swedish Madonna,wikipedia,439886,1000,785,genre painting,1900,Anders Zorn
Romanticism,89021.jpg,train_and_test,FALSE,Boyaryshnya,wikiart,223754,1000,785,portrait,,Konstantin Makovsky
Realism,30608.jpg,train_and_test,TRUE,Head of red-headed man with yellow cap,wikiart,191409,1000,785,portrait,c.1885,Vasily Polenov
Realism,68263.jpg,train_and_test,TRUE,A man in white jacket,wikiart,251162,1000,785,portrait,1913,Ilya Repin
Realism,51029.jpg,train_and_test,TRUE,Still Life,wikiart,301220,980,801,still life,,Nikolay Bogdanov-Belsky
Realism,36441.jpg,train_only,TRUE,Quiet Day on the Seine,wikiart,143740,711,1104,genre painting,1880,Julius LeBlanc Stewart
Romanticism,91428.jpg,train_and_test,FALSE,Italian landscape,wikiart,99466,728,1078,landscape,1858,Ivan Aivazovsky
Impressionism,9773.jpg,train_and_test,FALSE,Landscape with Hills,wikiart,220112,777,1010,landscape,1890,Edgar Degas
Romanticism,36724.jpg,train_and_test,FALSE,This is worse,wikiart,158506,770,1019,capriccio,1815,Francisco Goya
Impressionism,50110.jpg,train_and_test,TRUE,Arc de Triomphe,wikiart,1174751,750,1046,cityscape,,Antoine Blanchard
Impressionism,77830.jpg,train_and_test,TRUE,Porte St. Denis,wikiart,775362,750,1046,cityscape,,Antoine Blanchard
Impressionism,52638.jpg,train_and_test,TRUE,Place de la Republique,wikiart,947173,750,1046,cityscape,,Antoine Blanchard
Impressionism,74140.jpg,train_and_test,TRUE,Arc de Triomphe,wikiart,1057264,750,1046,cityscape,,Antoine Blanchard
Impressionism,96921.jpg,train_and_test,FALSE,Place de la Republique,wikiart,994565,750,1046,cityscape,,Antoine Blanchard
Realism,103222.jpg,train_and_test,FALSE,The Pair Oared Shell,wikipedia,147856,723,1085,genre painting,1872,Thomas Eakins
Romanticism,47709.jpg,train_and_test,TRUE,Smoke of a #45 ,wikiart,197527,725,1082,genre painting,1905,Charles M. Russell
Realism,85208.jpg,train_and_test,TRUE,Muddy Alligators,wikiart,234862,717,1094,animal painting,1917,John Singer Sargent
Romanticism,14417.jpg,train_and_test,FALSE,Elizabeth Wignell ,wikiart,257515,1024,766,portrait,1814,Thomas Sully
Romanticism,42658.jpg,train_and_test,TRUE,Baptists,wikiart,160109,766,1024,genre painting,,Pavel Svinyin
Realism,40456.jpg,train_and_test,TRUE,The Good Samaritan,wikiart,128941,766,1024,religious painting,1870,Theodule Ribot
Realism,26585.jpg,train_and_test,FALSE,Portrait of Mrs. Kern Dodge (Helen Peterson Greene),wikiart,171946,978,802,portrait,1904,Thomas Eakins
Romanticism,19629.jpg,train_and_test,FALSE,Autumn berries and flowers in brown pot,wikiart,226583,1100,713,still life,,John Constable
Romanticism,959.jpg,train_and_test,TRUE,Death of Almoadam,wikiart,281416,1057,742,illustration,1877,Gustave Dore
Impressionism,80423.jpg,train_and_test,FALSE,The Cathedral,wikiart,201186,989,793,landscape,c.1910,Guy Rose
Realism,76705.jpg,train_and_test,TRUE,Lilacs by the window,wikiart,549986,785,999,flower painting,,Pyotr Konchalovsky
Romanticism,40338.jpg,train_and_test,TRUE,Inferno Canto 5,wikiart,257515,801,979,illustration,,Gustave Dore
Romanticism,32450.jpg,train_and_test,FALSE,The worst is to beg,wikiart,108291,744,1054,capriccio,1815,Francisco Goya
Impressionism,72932.jpg,train_and_test,TRUE,House with Red Roof,wikiart,266712,709,1106,landscape,1883,Georges Seurat
Impressionism,97750.jpg,train_only,TRUE,By the Brook,wikiart,676145,1021,768,portrait,1909,Lilla Cabot Perry
Impressionism,88738.jpg,train_and_test,FALSE,Near Moret sur Loing,wikiart,215628,762,1029,landscape,1881,Alfred Sisley
Impressionism,61131.jpg,train_and_test,FALSE,Near Paris,wikiart,864945,762,1029,landscape,c.1885,John Henry Twachtman
Impressionism,48463.jpg,train_and_test,TRUE,Breakfast after Bathing,wikiart,200656,1095,716,nude painting (nu),c.1894,Edgar Degas
Romanticism,63809.jpg,train_and_test,FALSE,Presser,wikiart,191401,1000,784,portrait,c.1900,Konstantin Makovsky
Realism,39954.jpg,train_and_test,TRUE,Head of red-headed man,wikiart,192558,1000,784,portrait,c.1885,Vasily Polenov
Impressionism,51047.jpg,train_only,TRUE,Minerva,wikiart,88856,1000,784,nude painting (nu),,Auguste Rodin
Realism,36760.jpg,train_and_test,TRUE,Portrait of a Woman,wikiart,145615,1000,784,portrait,1887,Ilya Repin
Realism,86960.jpg,train_and_test,TRUE,Portrait of S. Mamontov,wikiart,170231,1000,784,portrait,1879,Ilya Repin
Realism,49139.jpg,train_and_test,TRUE,Palestine monk,wikiart,170011,1000,784,portrait,1886,Vasily Polenov
Realism,56612.jpg,train_and_test,TRUE,A creek,wikiart,154538,1000,784,landscape,1899,Isaac Levitan
Realism,80027.jpg,train_and_test,TRUE,Seated Model,wikiart,96878,1000,784,sketch and study,1898,Boris Kustodiev
Impressionism,89094.jpg,train_and_test,TRUE,Windy Day At Veneux,wikiart,400342,784,1000,landscape,1882,Alfred Sisley
Realism,36853.jpg,train_and_test,TRUE,Chess Players,wikiart,101043,784,1000,genre painting,1853,Ernest Meissonier
Realism,75316.jpg,train_and_test,TRUE,"Still Life. Grape, lemon, and cancer",wikiart,320006,784,1000,still life,1924,Ilya Mashkov
Impressionism,97063.jpg,train_and_test,TRUE,The Port in Marseilles,wikiart,156569,1000,784,marina,c.1890,Konstantin Korovin
Realism,54571.jpg,train_and_test,TRUE,Sea,wikipedia,106217,784,1000,marina,,Arkhip Kuindzhi
Romanticism,62171.jpg,train_and_test,TRUE,Sea view ,wikiart,144513,784,1000,marina,1900,Ivan Aivazovsky
Realism,67276.jpg,train_and_test,FALSE,Portrait of a boy with cap,wikiart,147423,1000,784,portrait,,Albert Anker
Realism,39289.jpg,train_and_test,TRUE,The Wrestlers,wikiart,120618,783,1001,genre painting,1899,Thomas Eakins
Impressionism,21593.jpg,train_and_test,FALSE,The Torrent,wikiart,1277482,825,950,landscape,c.1900,John Henry Twachtman
Impressionism,29837.jpg,train_and_test,TRUE,Porte St. Denis,wikiart,1382731,750,1045,cityscape,,Antoine Blanchard
Impressionism,68064.jpg,train_and_test,TRUE,Flower market Madeleine,wikiart,1073344,750,1045,cityscape,,Antoine Blanchard
Impressionism,55721.jpg,train_and_test,TRUE,Place de la Republic,wikiart,1159810,750,1045,cityscape,,Antoine Blanchard
Impressionism,48164.jpg,train_and_test,TRUE,"The Ohio river from the College Campus, Honover",wikiart,144596,729,1075,landscape,1892,T. C. Steele
Impressionism,95915.jpg,train_only,TRUE,Alarm Clock ,wikiart,781775,951,824,genre painting,1928,Robert Spencer
Realism,71572.jpg,train_and_test,TRUE,Kopf eines Bauernmädchens,wikipedia,114748,1023,766,portrait,1879,Wilhelm Leibl
Romanticism,50632.jpg,train_and_test,FALSE,"Cromer Sands, Norfolk",wikiart,108103,830,944,genre painting,,William Collins
Impressionism,95956.jpg,train_and_test,TRUE,Revere Beach,wikiart,211145,735,1066,genre painting,c.1897,Maurice Prendergast
Romanticism,73422.jpg,train_and_test,FALSE,Portia and Shylock ,wikiart,252096,1020,768,literary painting,1835,Thomas Sully
Realism,58894.jpg,train_and_test,TRUE,The Cliffs of Douvres,wikiart,128815,612,1280,landscape,1881,Theo van Rysselberghe
Impressionism,100064.jpg,train_and_test,TRUE,Field of Bluebonnets,wikiart,1051148,612,1280,landscape,,Robert Julian Onderdonk
Romanticism,53089.jpg,train_only,TRUE,Seascape,wikiart,122347,768,1020,marina,1843,Anton Melbye
Realism,43262.jpg,train_and_test,TRUE,Stilleben mit Spiegeleiern,wikipedia,120580,765,1024,still life,1865,Theodule Ribot
Romanticism,51623.jpg,train_and_test,TRUE,Chivalry,wikiart,312857,1024,765,genre painting,1885,Frank Dicksee
Romanticism,9716.jpg,train_and_test,TRUE,"A man dressed in white robes and a thick belt, leaning against a pillar",wikiart,137149,1024,765,portrait,1878,Sir Lawrence Alma-Tadema
Realism,16965.jpg,train_and_test,TRUE,Cascada de Tuxpango ,wikiart,696365,1024,765,landscape,1874,Jose Maria Velasco
Impressionism,98464.jpg,train_and_test,FALSE,The Canoe ,wikiart,348922,705,1111,genre painting,,Gustave Caillebotte
Romanticism,90200.jpg,train_and_test,FALSE,Fishermen on the coast of the sea,wikiart,129455,712,1100,marina,1852,Ivan Aivazovsky
Realism,71078.jpg,train_and_test,TRUE,Portrait of Sergei Vladimirovich Mikhalkov with his son,wikiart,113833,979,800,portrait,1943,Pyotr Konchalovsky
Realism,14304.jpg,train_and_test,TRUE,Alcázar of Seville,wikiart,133089,783,1000,cityscape,1910,Vasily Surikov
Realism,1298.jpg,train_and_test,FALSE,Portrait of Leo Tolstoy,wikiart,175239,1000,783,portrait,,Ilya Repin
Realism,29597.jpg,train_and_test,TRUE,Autumn Morning,wikiart,282415,1000,783,landscape,1893,Grigoriy Myasoyedov
Romanticism,85976.jpg,train_and_test,FALSE,Portrait of G. N. and V. A. Olenin,wikiart,349197,1000,783,portrait,1827,Karl Bryullov
Romanticism,86581.jpg,train_and_test,TRUE,Tower. Shipwreck,wikiart,108752,1000,783,landscape,1847,Ivan Aivazovsky
Romanticism,51332.jpg,train_and_test,FALSE,Storm at Sea,wikiart,131536,1000,783,marina,1847,Ivan Aivazovsky
Romanticism,32851.jpg,train_and_test,TRUE,Hero ,wikiart,119453,783,1000,mythological painting,,Viktor Vasnetsov
Realism,73707.jpg,train_and_test,TRUE,"Forest near the lake, illuminated by the sun",wikiart,232331,783,1000,landscape,1856,Aleksey Savrasov
Realism,52178.jpg,train_and_test,FALSE,A Sunlit Townview With Figures Conversing,wikiart,139412,783,1000,cityscape,,Johan Hendrik Weissenbruch
Realism,81583.jpg,train_and_test,TRUE,Academic keeper Efimov,wikiart,143785,1000,783,portrait,1870,Ilya Repin
Romanticism,95629.jpg,train_and_test,FALSE,Yalta. The mountains at night,wikiart,143211,783,1000,landscape,,Ivan Aivazovsky
Realism,1797.jpg,train_and_test,TRUE,Portrait of L.S. Bakst,wikiart,106378,1000,783,portrait,1910,Boris Kustodiev
Impressionism,21655.jpg,train_and_test,TRUE,At the ferry,wikiart,144025,783,1000,genre painting,1905,Valentin Serov
Romanticism,11398.jpg,train_and_test,TRUE,In the Gulf of Finland,wikipedia,127940,1000,783,marina,1881,Lev Lagorio
Realism,89818.jpg,train_and_test,TRUE,Stepan Razin,wikiart,141979,783,1000,sketch and study,1910,Vasily Surikov
Realism,83193.jpg,train_and_test,TRUE,Village courtyard. End of 1860,wikiart,151032,783,1000,landscape,,Ivan Shishkin
Romanticism,23262.jpg,train_and_test,TRUE,The Shipwreck near rocks,wikiart,180288,783,1000,marina,1870,Ivan Aivazovsky
Realism,20522.jpg,train_and_test,TRUE,Florence. Walk.,wikiart,138047,783,1000,cityscape,1884,Vasily Surikov
Impressionism,57632.jpg,train_and_test,TRUE,Porte St. Martin ,wikiart,732784,750,1044,cityscape,,Antoine Blanchard
Romanticism,82304.jpg,train_and_test,TRUE,Sea ,wikiart,190301,1000,783,marina,1898,Ivan Aivazovsky
Impressionism,73027.jpg,train_and_test,TRUE,The White Knot,wikiart,107134,783,1000,portrait,,Kimon Loghi
Romanticism,51145.jpg,train_and_test,TRUE,Portrait of a Woman in White,wikiart,130823,1000,783,portrait,1859,Fyodor Bronnikov
Realism,11313.jpg,train_and_test,TRUE,Portrait of Artist Vladimir Samoilov,wikiart,104507,1000,783,portrait,1902,Ilya Repin
Impressionism,88664.jpg,train_and_test,TRUE,Gare de Lest,wikiart,688931,750,1044,cityscape,,Antoine Blanchard
Impressionism,50486.jpg,train_and_test,TRUE,Portrait of Prince Felix Yussupov  ,wikipedia,146207,1000,783,portrait,1903,Valentin Serov
Romanticism,33251.jpg,train_and_test,TRUE,The Hay Card,wikiart,231913,706,1109,landscape,c.1882,Adolphe Joseph Thomas Monticelli
Romanticism,11780.jpg,train_and_test,TRUE,Gondolier at Sea by Night,wikiart,51821,699,1120,marina,1843,Ivan Aivazovsky
Impressionism,25336.jpg,train_and_test,TRUE,"Sunlight on an Old House, Putnam",wikiart,254302,992,789,landscape,,Childe Hassam
Realism,32528.jpg,train_and_test,TRUE,Drowned ,wikiart,394390,726,1078,sketch and study,1867,Vasily Perov
Realism,97967.jpg,train_and_test,TRUE,Pineta of Calvi Corsica,wikiart,378959,768,1019,landscape,1933,M.C. Escher
Impressionism,18657.jpg,train_and_test,TRUE,"The Wharves, Nassau",wikiart,94639,829,944,cityscape,1913,Julian Alden Weir
Impressionism,52092.jpg,train_and_test,TRUE,Two Ballet Dancers,wikiart,156761,741,1056,genre painting,c.1879,Edgar Degas
Realism,44917.jpg,train_and_test,TRUE,Snow,wikiart,198868,926,845,landscape,1874,Gustave Courbet
Romanticism,30273.jpg,train_and_test,TRUE,The Return,wikiart,281301,1035,756,illustration,,Gustave Dore
Impressionism,19030.jpg,train_and_test,TRUE,Boy on a Grass,wikiart,196409,978,800,genre painting,c.1910,Nikolay Bogdanov-Belsky
Impressionism,50521.jpg,train_and_test,TRUE,A Spanish Girl (Portrait of Mrs. Chase in Spanish Dress),wikiart,153722,1200,652,portrait,,William Merritt Chase
Realism,39874.jpg,train_and_test,TRUE,Self-Portrait,wikiart,258524,1024,764,self-portrait,1908,Albert Anker
Romanticism,86851.jpg,train_and_test,TRUE,The Broken Rope ,wikiart,209641,723,1082,,1904,Charles M. Russell
Impressionism,95086.jpg,train_and_test,TRUE,Place de la Bastiile,wikiart,971871,750,1043,cityscape,,Antoine Blanchard
Romanticism,92108.jpg,train_and_test,TRUE,Lombard Voorburgwal Amsterdam,wikiart,278391,776,1008,cityscape,,Cornelis Springer
Impressionism,43325.jpg,train_and_test,FALSE,At the Races. the Start,wikiart,185010,731,1070,genre painting,1862,Edgar Degas
Impressionism,78519.jpg,train_only,TRUE,Augustus Lowell Putnam ,wikiart,335315,1280,611,portrait,1905,Lilla Cabot Perry
Realism,3634.jpg,train_and_test,TRUE,Twilight. Moon.,wikiart,90501,782,1000,landscape,1899,Isaac Levitan
Romanticism,27505.jpg,train_and_test,TRUE,On the Island of Crete,wikiart,122507,782,1000,landscape,1867,Ivan Aivazovsky
Realism,81565.jpg,train_and_test,FALSE,Portrait of a Girl,wikiart,316685,1000,782,portrait,c.1910,Nikolay Bogdanov-Belsky
Realism,47500.jpg,train_and_test,TRUE,Mother and daughter,wikiart,187818,1000,782,genre painting,1886,Vladimir Makovsky
Romanticism,57623.jpg,train_and_test,TRUE,Female Portrait,wikiart,173515,1000,782,portrait,,Konstantin Makovsky
Romanticism,75087.jpg,train_and_test,TRUE,Portrait of an old man in a crimson dress,wikiart,167793,1000,782,portrait,1881,Fyodor Bronnikov
Romanticism,53144.jpg,train_and_test,FALSE,Portrait of the Actor A. N. Ramazanov,wikiart,201015,1000,782,portrait,1821,Karl Bryullov
Romanticism,11891.jpg,train_and_test,FALSE,"Antwerp, Belgium",wikiart,183798,782,1000,marina,1854,Alexey  Bogolyubov
Realism,62277.jpg,train_and_test,TRUE,"By late summer, on the Volga",wikiart,161596,1000,782,landscape,1873,Aleksey Savrasov
Realism,78590.jpg,train_and_test,TRUE,Spring in the Forest,wikiart,199910,1000,782,landscape,1882,Isaac Levitan
Realism,34483.jpg,train_and_test,TRUE,Portrait of K.A. Obninskaya with bunny,wikiart,127489,1000,782,sketch and study,1904,Valentin Serov
Romanticism,92585.jpg,train_and_test,FALSE,"Portrait of Cyril Vladimirovich, Grand Duke of Russia",wikiart,128605,1000,782,portrait,c.1880,Konstantin Makovsky
Romanticism,45471.jpg,train_and_test,FALSE,Head of Child (Portrait of the Son Konstantin),wikiart,198703,1000,782,portrait,c.1890,Konstantin Makovsky
Realism,25263.jpg,train_and_test,TRUE,Wanderer,wikiart,129942,1000,782,sketch and study,c.1886,Vasily Surikov
Impressionism,60601.jpg,train_and_test,FALSE,Blooming Cherry Trees,wikiart,159200,782,1000,landscape,,Kimon Loghi
Impressionism,21747.jpg,train_only,TRUE,The Little Gardener,wikiart,207079,1000,782,genre painting,,Micaela Eleutheriade
Impressionism,63547.jpg,train_and_test,TRUE,Young Girls,wikiart,1193546,1000,782,portrait,1897,Mary Cassatt
Impressionism,28283.jpg,train_and_test,TRUE,Sunset Over Chioggia,wikiart,131901,782,1000,cityscape,1924,Stefan Popescu
Impressionism,43425.jpg,train_only,TRUE,Hydra Port,wikiart,206669,1000,782,cityscape,1929,Rudolf Schweitzer-Cumpana
Impressionism,72378.jpg,train_only,TRUE,Belgian Landscape,wikiart,209816,778,1005,landscape,,Auguste Rodin
Impressionism,94707.jpg,train_and_test,TRUE,Seascape,wikiart,106478,716,1092,marina,1869,Edgar Degas
Realism,47245.jpg,test_only,FALSE,Building Site with Willows,wikipedia,314195,768,1018,landscape,1846,Adolph Menzel
Romanticism,52095.jpg,train_and_test,TRUE,Joshua Commanding the Sun to Stand Still,wikipedia,116651,768,1018,religious painting,1840,John Martin
Romanticism,60990.jpg,train_and_test,FALSE,Venice,wikiart,49507,698,1120,cityscape,1842,Ivan Aivazovsky
Romanticism,46731.jpg,train_and_test,TRUE,Seashore,wikiart,49277,698,1120,marina,1843,Ivan Aivazovsky
Romanticism,65360.jpg,train_and_test,TRUE,Frigate under sails,wikiart,101369,748,1045,marina,1838,Ivan Aivazovsky
Realism,59697.jpg,train_only,TRUE,The Day after the Storm,wikiart,103454,828,944,landscape,1896,Briton Riviere
Impressionism,9498.jpg,train_only,TRUE,"Gate of Rajah's Palace, Benares, India",wikiart,101714,828,944,landscape,1880,Marianne North
Impressionism,37715.jpg,train_and_test,FALSE,"Mimizan Plage, Landes",wikiart,225935,977,800,landscape,1920,Winston Churchill
Romanticism,82964.jpg,train_and_test,FALSE,Bullfight,wikipedia,167166,800,977,genre painting,,Francisco Goya
Impressionism,22344.jpg,train_only,TRUE,Happy Family ,wikiart,727385,952,821,genre painting,,Robert Spencer
Realism,75442.jpg,test_only,FALSE,Votorantim Waterfall,wikipedia,269833,1023,764,landscape,1893,Jose Ferraz de Almeida Junior
Romanticism,53334.jpg,train_and_test,TRUE,Plunder on the Horizon ,wikiart,178663,723,1081,genre painting,1903,Charles M. Russell
Impressionism,44696.jpg,train_and_test,TRUE,Place de la Republic,wikiart,927678,750,1042,cityscape,,Antoine Blanchard
Impressionism,2455.jpg,train_and_test,FALSE,Notre Dame,wikiart,1470653,750,1042,cityscape,,Antoine Blanchard
Romanticism,12474.jpg,train_and_test,TRUE,Fir Trees in the Snow,wikiart,158776,983,795,landscape,1828,Caspar David Friedrich
Impressionism,10049.jpg,train_and_test,TRUE,Young Girls at the Window,wikiart,227057,1020,766,genre painting,1892,Berthe Morisot
Realism,3681.jpg,train_and_test,TRUE,El Popocatépetl y el Iztaccíhuatl ,wikiart,541190,763,1024,landscape,1895,Jose Maria Velasco
Impressionism,5434.jpg,train_and_test,TRUE,The Morning News,wikiart,955498,1024,763,genre painting,c.1886,William Merritt Chase
Impressionism,20969.jpg,test_only,FALSE,Pferd vor einem Wagen,wikipedia,125574,763,1024,animal painting,1890,Giovanni Fattori
Impressionism,82542.jpg,train_only,TRUE,Girl Playing a Cello ,wikiart,272311,1024,763,genre painting,1891,Lilla Cabot Perry
Realism,82622.jpg,train_and_test,TRUE,Soissons Seen from Mr. Henry s Factory,wikiart,89403,790,989,landscape,1833,Camille Corot
Realism,23799.jpg,train_and_test,TRUE,Ravello III,wikiart,495235,768,1017,landscape,1923,M.C. Escher
Romanticism,17964.jpg,train_and_test,FALSE,Benjamin Gratz ,wikiart,227135,1017,768,portrait,1831,Thomas Sully
Realism,29259.jpg,train_and_test,TRUE,Strelets ,wikiart,223061,1000,781,sketch and study,c.1880,Vasily Surikov
Romanticism,48064.jpg,train_and_test,TRUE,The scene on the outskirts of the city,wikiart,196511,1000,781,genre painting,1875,Konstantin Makovsky
Realism,44205.jpg,train_and_test,FALSE,Slums (View on the island of Valaam),wikiart,325840,781,1000,landscape,1860,Ivan Shishkin
Impressionism,16712.jpg,train_and_test,TRUE,Gurzuf,wikiart,183482,781,1000,landscape,1915,Konstantin Korovin
Realism,45478.jpg,train_and_test,TRUE,Old pine,wikiart,191315,1000,781,landscape,1854,Aleksey Savrasov
Realism,38523.jpg,train_and_test,TRUE,Pharaoh's Palace,wikiart,163202,781,1000,sketch and study,1880,Vasily Polenov
Impressionism,55433.jpg,train_and_test,TRUE,Portrait of Liudmila Mamontova,wikiart,130814,1000,781,portrait,1894,Valentin Serov
Realism,63743.jpg,train_only,TRUE,Seaming Wench,wikiart,121208,1000,781,genre painting,1929,Nicolae Vermont
Realism,63537.jpg,train_only,TRUE,The Red Scarf,wikiart,156953,1000,781,portrait,1925,Nicolae Vermont
Realism,93815.jpg,train_and_test,FALSE,Bridge. Astrakhan,wikiart,134785,781,1000,cityscape,1918,Boris Kustodiev
Realism,16682.jpg,train_and_test,TRUE,Ivan Shishkin and A. Guinet in the studio on the island of Valaam,wikiart,166143,781,1000,genre painting,1860,Ivan Shishkin
Realism,61357.jpg,train_and_test,TRUE,Arrival of a School Mistress in the Countryside,wikiart,216317,781,1000,genre painting,1897,Vladimir Makovsky
Romanticism,53894.jpg,train_and_test,FALSE,Moonlight,wikiart,220914,781,1000,landscape,1834,Thomas Cole
Impressionism,51693.jpg,train_and_test,FALSE,Summertime. Portrait of Olga Serova,wikipedia,147501,781,1000,portrait,1895,Valentin Serov
Realism,72653.jpg,train_and_test,FALSE,Presentation of the bosses (Russian officer and Caucasians),wikiart,199538,781,1000,genre painting,1864,Vasily Vereshchagin
Realism,6478.jpg,train_only,TRUE,Reading,wikiart,123948,1000,781,genre painting,1919,Nicolae Vermont
Impressionism,36577.jpg,train_only,TRUE,Vedere din Balcic,wikiart,192960,1000,781,cityscape,,Samuel Mutzner
Impressionism,28136.jpg,train_and_test,TRUE,Portrait of Count Feliks Feliksovich Sumarokov-Yelstov later Prince Yusupov ,wikiart,154094,1000,781,portrait,1903,Valentin Serov
Realism,28600.jpg,train_and_test,TRUE,Blooming wisteria,wikiart,157510,781,1000,landscape,1912,Boris Kustodiev
Romanticism,100476.jpg,train_and_test,TRUE,Portrait of Alexander Bruloff,wikiart,107259,1000,781,sketch and study,1826,Karl Bryullov
Realism,96654.jpg,train_and_test,FALSE,"Study for the painting ""Noon in the vicinity of Moscow""",wikiart,126756,1000,781,landscape,,Ivan Shishkin
Realism,9291.jpg,train_and_test,TRUE,Summer Evening,wikiart,204225,781,1000,landscape,,Boris Kustodiev
Romanticism,77931.jpg,train_and_test,TRUE,Landscape with a winding river,wikiart,149082,781,1000,landscape,1868,John Atkinson Grimshaw
Realism,17225.jpg,train_and_test,FALSE,"Self-Portrait against the background of picture ""The Conquest of Siberia by Yermak""",wikiart,176972,1000,781,self-portrait,1894,Vasily Surikov
Realism,60271.jpg,train_and_test,TRUE,Jewish Portrait,wikiart,205451,1000,781,portrait,,Octav Bancila
Realism,100948.jpg,train_and_test,FALSE,Madame Francois Buloz,wikiart,102830,957,816,portrait,1879,John Singer Sargent
Impressionism,81621.jpg,train_and_test,TRUE,Portrait of Alexander J. Cassatt,wikiart,161427,743,1051,portrait,1880,Mary Cassatt
Impressionism,8790.jpg,train_and_test,TRUE,West Front of Blenheim Palace,wikiart,223010,976,800,landscape,,Winston Churchill
Realism,82027.jpg,train_and_test,TRUE,The Beach at Trouville at Low Tide,wikiart,118535,761,1026,landscape,1865,Gustave Courbet
Impressionism,60102.jpg,train_and_test,TRUE,Notre Dame Quai Saint Michel,wikiart,1130916,750,1041,cityscape,,Antoine Blanchard
Impressionism,31735.jpg,train_and_test,TRUE,Rue Royal Madeleine,wikiart,1220592,750,1041,cityscape,,Antoine Blanchard
Romanticism,32773.jpg,train_and_test,TRUE,Head of an Apostle,wikiart,178345,944,827,sketch and study,,George Romney
Romanticism,22113.jpg,train_and_test,TRUE,The Veteran,wikiart,279485,1052,742,illustration,,Gustave Dore
Impressionism,46658.jpg,train_and_test,TRUE,A Fete Day at Brighton (Naval flags of various European nations seen In background),wikipedia,173436,1128,692,genre painting,c.1878,James Tissot
Impressionism,17796.jpg,train_and_test,TRUE,Clay jug and irin mug,wikiart,190803,808,966,still life,1880,Paul Gauguin
