Percentages,filename,true classes,predicted classes,style,title,source,size_bytes,pixelsy,pixelsx,genre,date,artist,Year
3.69,32473.jpg,1.0,0.0,Romanticism,"Kilchern Castle, with the Cruchan Ben Mountains, Scotland Noon",wikiart,314396.0,1133.0,1685.0,cityscape,0,William Turner,1870
26.97,89228.jpg,0.0,0.0,Impressionism,Water Lilies,wikiart,645672.0,1193.0,1600.0,flower painting,1914,Claude Monet,1914
80.89,90187.jpg,0.0,1.0,Impressionism,The Bridge under Repair,wikiart,665080.0,1193.0,1600.0,cityscape,1872,Claude Monet,1872
77.07,23475.jpg,0.0,1.0,Impressionism,The Road to the Farm of Saint-Simeon in Winter,wikiart,432089.0,1193.0,1600.0,landscape,1867,Claude Monet,1867
12.94,50449.jpg,0.0,0.0,Impressionism,Landscape Sketch,wikiart,439771.0,1200.0,1590.0,landscape,1909.0,Robert Julian Onderdonk,1909
20.97,92693.jpg,1.0,0.0,Romanticism,Portrait of O. P. Ferzen on a Donkeyback,wikiart,445937.0,1590.0,1200.0,portrait,1835,Karl Bryullov,1835
9.79,80452.jpg,0.0,0.0,Impressionism,Mrs Potter Palmer,wikiart,228905.0,1907.0,1000.0,portrait,1893,Anders Zorn,1893
98.89,42530.jpg,1.0,1.0,Romanticism,Lofoten Island,wikiart,871400.0,1190.0,1600.0,marina,1895,Lev Lagorio,1895
32.72,60276.jpg,0.0,0.0,Impressionism,Woman with needlework Sun,wikiart,469961.0,1637.0,1163.0,portrait,0,Mary Cassatt,1870
17.51,79603.jpg,1.0,0.0,Romanticism,"The Battle of Fort Rock, Val d'Aoste, Piedmont",wikiart,326018.0,1142.0,1667.0,battle painting,1815,William Turner,1815
2.26,92620.jpg,0.0,0.0,Impressionism,Garden at Sainte-Adresse,wikiart,1127088.0,1200.0,1586.0,genre painting,1867,Claude Monet,1867
47.8,91512.jpg,1.0,0.0,Romanticism,Family portrait of counts Morkovs,wikiart,218707.0,1200.0,1585.0,portrait,1813,Vasily Tropinin,1813
17.11,30602.jpg,0.0,0.0,Impressionism,A Path Through the Texas Hill Country,wikiart,557573.0,1200.0,1585.0,landscape,0,Robert Julian Onderdonk,1870
8.89,22104.jpg,0.0,0.0,Impressionism,Fontainebleau Forest,wikiart,623914.0,1188.0,1600.0,landscape,1865,Claude Monet,1865
87.41,40455.jpg,0.0,1.0,Impressionism,The Seine at Petit-Gennevilliers,wikiart,389839.0,1200.0,1584.0,landscape,1872,Claude Monet,1872
62.95,45568.jpg,0.0,1.0,Impressionism,"The Sea, Port in Amsterdam",wikiart,725229.0,1188.0,1600.0,marina,1874,Claude Monet,1874
93.17,28440.jpg,0.0,1.0,Impressionism,A Street in Louveciennes,wikiart,376650.0,1513.0,1256.0,landscape,1878,Alfred Sisley,1878
2.75,68532.jpg,1.0,0.0,Romanticism,Eléphant,wikiart,831303.0,1200.0,1582.0,genre painting,0,Gustave Dore,1870
1.7,63989.jpg,0.0,0.0,Impressionism,Boats on Rapair,wikiart,574710.0,1581.0,1200.0,marina,1873,Claude Monet,1873
6.21,61702.jpg,0.0,0.0,Impressionism,"Lilacs, Grey Weather",wikiart,561100.0,1185.0,1600.0,landscape,c.1873,Claude Monet,1873
3.58,39216.jpg,0.0,0.0,Impressionism,White Azaleas in a Pot,wikiart,936726.0,1600.0,1185.0,flower painting,1885,Claude Monet,1885
7.28,96257.jpg,0.0,0.0,Impressionism,From Christiania Harbour,wikiart,705112.0,1185.0,1600.0,marina,1912.0,Karl Edvard Diriks,1912
1.77,83849.jpg,0.0,0.0,Impressionism,"Argenteuil, Late Afternoon",wikiart,449857.0,1185.0,1600.0,landscape,1872,Claude Monet,1872
92.27,23298.jpg,0.0,1.0,Impressionism,Water Lily Pond,wikiart,656729.0,1200.0,1579.0,flower painting,1917,Claude Monet,1917
46.87,39173.jpg,0.0,0.0,Impressionism,The Railway Bridge at Argenteuil,wikiart,1064263.0,1200.0,1579.0,landscape,0,Claude Monet,1870
41.09,69894.jpg,0.0,0.0,Impressionism,The Pave de Chailly in the Fontainbleau Forest,wikiart,742019.0,1184.0,1600.0,landscape,1865,Claude Monet,1865
33.86,37829.jpg,0.0,0.0,Impressionism,Day Dreams,wikiart,531392.0,947.0,2000.0,genre painting,0,John Atkinson Grimshaw,1870
10.26,31614.jpg,0.0,0.0,Impressionism,The Promenade at Argenteuil 02,wikiart,440408.0,1183.0,1600.0,landscape,1872,Claude Monet,1872
48.4,95236.jpg,1.0,0.0,Romanticism,Grouse and Bullfinch. Study,wikiart,337569.0,1116.0,1696.0,sketch and study,1820,Vasily Tropinin,1820
17.21,96373.jpg,1.0,0.0,Romanticism,The Road across the Common,wikiart,279984.0,1232.0,1536.0,landscape,1853.0,David Cox,1853
40.44,4979.jpg,0.0,0.0,Impressionism,The Stream of Robec at Rouen,wikiart,1413385.0,1198.0,1579.0,cityscape,1872,Claude Monet,1872
66.42,67903.jpg,0.0,1.0,Impressionism,Jerusalem Artichokes,wikipedia,660302.0,1576.0,1200.0,flower painting,1880,Claude Monet,1880
91.36,50989.jpg,0.0,1.0,Impressionism,The Seine at Argenteuil,wikiart,645851.0,1182.0,1600.0,landscape,1875,Claude Monet,1875
90.42,19132.jpg,1.0,1.0,Romanticism,Scene in Normandy,wikiart,153926.0,1200.0,1576.0,landscape,c.1823,Richard Parkes Bonington,1823
4.7,16967.jpg,1.0,0.0,Romanticism,Portrait of the artist`s four children,wikiart,459170.0,1182.0,1600.0,portrait,1879.0,Jan Matejko,1879
94.3,66167.jpg,0.0,1.0,Impressionism,Customs House,wikiart,593428.0,1182.0,1600.0,landscape,1882,Claude Monet,1882
8.09,60024.jpg,0.0,0.0,Impressionism,The Riders,wikiart,304029.0,881.0,2145.0,genre painting,1876,Edgar Degas,1876
73.08,14300.jpg,0.0,1.0,Impressionism,"Paysage of Norway, the Blue Houses",wikipedia,1324221.0,1181.0,1600.0,landscape,1895,Claude Monet,1895
81.83,98999.jpg,0.0,1.0,Impressionism,The Seine at Asnieres,wikiart,501447.0,1181.0,1600.0,cityscape,1873,Claude Monet,1873
39.07,98687.jpg,0.0,0.0,Impressionism,Irises 3,wikiart,808504.0,1600.0,1180.0,flower painting,1917,Claude Monet,1917
1.78,69342.jpg,0.0,0.0,Impressionism,"The Arm of the Siene at Jeufosse, Afternoon",wikiart,470768.0,1180.0,1600.0,landscape,1884,Claude Monet,1884
1.76,25295.jpg,0.0,0.0,Impressionism,"Girls Gathering Blossoms, Valdemosa, Majorca",wikiart,701865.0,1548.0,1219.0,genre painting,1910,John Singer Sargent,1910
18.33,9043.jpg,0.0,0.0,Impressionism,Argenteuil,wikiart,389918.0,1200.0,1572.0,landscape,1872,Claude Monet,1872
47.27,51136.jpg,0.0,0.0,Impressionism,Ballet School,wikiart,256577.0,1196.0,1576.0,genre painting,1873,Edgar Degas,1873
2.59,96366.jpg,0.0,0.0,Impressionism,The Church at Vetheuil under Snow,wikiart,1082459.0,1200.0,1569.0,cityscape,1879,Claude Monet,1879
67.86,35443.jpg,1.0,1.0,Romanticism,Jesus walks on water,wikiart,192024.0,1568.0,1200.0,religious painting,1888,Ivan Aivazovsky,1888
8.49,49658.jpg,1.0,0.0,Romanticism,Portrait of Isabella Saltonstall,wikipedia,102372.0,1193.0,1576.0,portrait,c.1775,George Stubbs,1775
66.01,50645.jpg,1.0,1.0,Romanticism,The Shipwreck on Northern sea   ,wikiart,314062.0,1145.0,1642.0,marina,1875,Ivan Aivazovsky,1875
36.82,51390.jpg,1.0,0.0,Romanticism,Pygmalion,wikiart,2870331.0,1556.0,1208.0,sketch and study,0,Edward Burne-Jones,1870
88.48,81905.jpg,0.0,1.0,Impressionism,Street Lafayette,wikipedia,416427.0,1544.0,1217.0,genre painting,1891.0,Edvard Munch,1891
37.83,74048.jpg,0.0,0.0,Impressionism,Midsummer dance,wikipedia,229935.0,1600.0,1174.0,genre painting,1903,Anders Zorn,1903
45.0,97179.jpg,0.0,0.0,Impressionism,Banks of the Seine at Jenfosse,wikiart,763764.0,1174.0,1600.0,landscape,1884,Clear Weather,1884
44.9,88435.jpg,0.0,0.0,Impressionism,The Terrace at the Restaurant Jacob in Nienstedten on the Elbe,wikiart,964129.0,1152.0,1630.0,genre painting,1902,Max Liebermann,1902
6.42,48142.jpg,1.0,0.0,Romanticism,The Flight Out of Egypt ,wikiart,389646.0,1222.0,1536.0,religious painting,1850.0,Richard Dadd,1850
46.68,13628.jpg,0.0,0.0,Impressionism,The Banks of the Seine at the Argenteuil Bridge,wikiart,695672.0,1173.0,1600.0,landscape,1874,Claude Monet,1874
57.02,42577.jpg,0.0,1.0,Impressionism,"Charing Cross Bridge, The Thames",wikiart,1810526.0,1173.0,1600.0,cityscape,1903,Claude Monet,1903
51.23,2608.jpg,0.0,1.0,Impressionism,Portrait of Minguell,wikiart,314740.0,1767.0,1062.0,portrait,0,Pablo Picasso,1870
5.48,66182.jpg,1.0,0.0,Romanticism,"St. George, detail ",wikiart,944681.0,1132.0,1656.0,sketch and study,1872.0,John Ruskin,1872
34.53,76034.jpg,0.0,0.0,Impressionism,Morning on the Seine near Giverny,wikiart,571521.0,1196.0,1566.0,landscape,1897,Claude Monet,1897
9.0,16905.jpg,0.0,0.0,Impressionism,Marlborough Tapestries at Blenheim,wikiart,407409.0,1248.0,1500.0,interior,0,Winston Churchill,1870
46.9,83859.jpg,0.0,0.0,Impressionism,Cliff at Grainval near Fecamp,wikiart,441523.0,1170.0,1600.0,landscape,1881,Claude Monet,1881
16.36,391.jpg,0.0,0.0,Impressionism,Stuffed shirts,wikiart,396269.0,1055.0,1774.0,genre painting,1900,Pablo Picasso,1900
33.52,95450.jpg,0.0,0.0,Impressionism,Alley near Pourville,wikiart,299000.0,1169.0,1600.0,landscape,1882,Claude Monet,1882
30.69,26086.jpg,0.0,0.0,Impressionism,Water Lilies,wikiart,611269.0,1600.0,1169.0,flower painting,1907,Claude Monet,1907
51.63,35375.jpg,0.0,1.0,Impressionism,The Railway Bridge at Argenteuil,wikiart,1188994.0,1169.0,1600.0,landscape,1874,Claude Monet,1874
32.49,67780.jpg,0.0,0.0,Impressionism,The Promenade at Argenteuil,wikiart,2020090.0,1200.0,1558.0,landscape,1872,Claude Monet,1872
57.16,16090.jpg,0.0,1.0,Impressionism,Goat Herder at the San Antonio Quarry,wikiart,463433.0,1558.0,1200.0,portrait,1909.0,Robert Julian Onderdonk,1909
14.35,6363.jpg,1.0,0.0,Romanticism,The Temptation of St. Anthony,wikiart,243336.0,1186.0,1576.0,religious painting,c.1870,Paul Cezanne,1870
90.47,81927.jpg,0.0,1.0,Impressionism,In the Meadow,wikiart,583566.0,1168.0,1600.0,genre painting,1876,Claude Monet,1876
66.24,40135.jpg,0.0,1.0,Impressionism,The Church at Varengeville 02,wikiart,639953.0,1166.0,1600.0,landscape,1882,Claude Monet,1882
24.76,53065.jpg,1.0,0.0,Romanticism,View of Tiflis,wikiart,462635.0,1200.0,1554.0,landscape,1869,Ivan Aivazovsky,1869
95.19,39979.jpg,1.0,1.0,Romanticism,Percival Delivering Belisane from the Enchantment of Urma,wikipedia,178540.0,1214.0,1536.0,literary painting,1783.0,Henry Fuseli,1783
67.15,135.jpg,1.0,1.0,Romanticism,"Sunrise, Whiting Fishing at Margate",wikiart,378660.0,1106.0,1685.0,marina,0,William Turner,1870
79.61,35467.jpg,0.0,1.0,Impressionism,By the window,wikiart,1418589.0,2035.0,914.0,genre painting,1893,Konstantin Korovin,1893
23.95,6373.jpg,1.0,0.0,Romanticism,"Abergavenny Bridge, Monmountshire -clearing up after a showery day",wikiart,278252.0,1115.0,1667.0,landscape,0,William Turner,1870
15.7,38055.jpg,1.0,0.0,Romanticism,Marketview with cityhall Woerden,wikiart,442521.0,1528.0,1216.0,cityscape,0,Cornelis Springer,1870
95.49,54697.jpg,0.0,1.0,Impressionism,The Pave de Chailly,wikipedia,757288.0,1161.0,1600.0,landscape,1865,Claude Monet,1865
86.87,3374.jpg,0.0,1.0,Impressionism,"Meditation, Madame Monet Sitting on a Sofa",wikiart,187619.0,1050.0,1769.0,portrait,1871,Claude Monet,1871
3.68,55975.jpg,0.0,0.0,Impressionism,Portrait of Susan Watkins,wikiart,402712.0,1658.0,1120.0,portrait,0,William Merritt Chase,1870
30.07,24910.jpg,0.0,0.0,Impressionism,Camille with Green Parasol,wikiart,656337.0,1600.0,1159.0,portrait,1876,Claude Monet,1876
6.92,19950.jpg,0.0,0.0,Impressionism,The Seine near Sevres,wikiart,369850.0,1159.0,1600.0,landscape,0,Paul Signac,1870
14.07,63420.jpg,1.0,0.0,Romanticism,"Mont Blanc from Fort Roch, Val D'Aosta",wikiart,278029.0,1106.0,1676.0,landscape,0,William Turner,1870
27.18,78538.jpg,1.0,0.0,Romanticism,Nonsense,wikiart,234687.0,1080.0,1716.0,illustration,0,Edward Lear,1870
6.26,5.jpg,1.0,0.0,Romanticism,Accuse the Time,wikiart,152509.0,1600.0,1158.0,capriccio,1812,Francisco Goya,1812
2.47,15966.jpg,0.0,0.0,Impressionism,Boaters at Argenteuil,wikiart,594306.0,1198.0,1546.0,genre painting,1874,Claude Monet,1874
1.42,12959.jpg,0.0,0.0,Impressionism,Self-Portrait in a Casquette,wikiart,111210.0,1584.0,1168.0,self-portrait,c.1872,Paul Cezanne,1872
95.59,20707.jpg,0.0,1.0,Impressionism,"Rouen Cathedral, Study of the Portal",wikiart,637141.0,1541.0,1200.0,cityscape,1892,Claude Monet,1892
9.92,7712.jpg,0.0,0.0,Impressionism,La Grenouillere,wikiart,272523.0,1164.0,1588.0,genre painting,1869,Pierre-Auguste Renoir,1869
8.78,28094.jpg,1.0,0.0,Romanticism,Walenkerk Haarlem,wikiart,505301.0,1520.0,1216.0,cityscape,0,Cornelis Springer,1870
11.69,15253.jpg,1.0,0.0,Romanticism,"Beckenham Church, Kent ",wikiart,169377.0,1203.0,1536.0,interior,1842.0,David Cox,1842
87.59,55605.jpg,1.0,1.0,Romanticism,Cloud Study ,wikiart,1450582.0,1017.0,1816.0,sketch and study,1880.0,John Ruskin,1880
26.56,65446.jpg,1.0,0.0,Romanticism,The Rainbow,wikiart,343839.0,1200.0,1539.0,marina,1873,Ivan Aivazovsky,1873
13.91,34628.jpg,0.0,0.0,Impressionism,"Water Lilies, The Clouds",wikiart,868637.0,1154.0,1600.0,flower painting,1903,Claude Monet,1903
91.67,67685.jpg,0.0,1.0,Impressionism,Girl with a basket of fish,wikiart,326921.0,2465.0,749.0,genre painting,c.1889,Pierre-Auguste Renoir,1889
2.3,60717.jpg,1.0,0.0,Romanticism,Love Among the Ruins,wikiart,371218.0,1094.0,1687.0,genre painting,1894,Edward Burne-Jones,1894
28.33,99445.jpg,0.0,0.0,Impressionism,Houses at Falaise in the Fog,wikiart,486616.0,1200.0,1537.0,cityscape,1885,Claude Monet,1885
10.33,93030.jpg,0.0,0.0,Impressionism,"For the Little One, aka Hall at Shinnecock",wikiart,383903.0,1482.0,1244.0,genre painting,0,William Merritt Chase,1870
48.39,6994.jpg,0.0,0.0,Impressionism,The Grande Creuse by the Bridge at Vervy,wikiart,1542330.0,1200.0,1536.0,landscape,1889,Claude Monet,1889
2.0,1506.jpg,1.0,0.0,Romanticism,A Thatched Cottage among Trees,wikiart,313076.0,1200.0,1536.0,landscape,1802.0,Thomas Girtin,1802
24.47,48577.jpg,1.0,0.0,Romanticism,Church in Zaltbommel ,wikiart,336629.0,1496.0,1232.0,cityscape,0,Cornelis Springer,1870
7.23,49250.jpg,0.0,0.0,Impressionism,The Mondona Singer,wikiart,557948.0,1559.0,1181.0,genre painting,1884,Giovanni Boldini,1884
92.73,61280.jpg,0.0,1.0,Impressionism,Trees by a Stream in Norfolk,wikiart,397966.0,1534.0,1200.0,landscape,0,Winston Churchill,1870
35.0,12848.jpg,1.0,0.0,Romanticism,A Country Scene,wikiart,223301.0,1536.0,1198.0,landscape,0,David Cox,1870
40.29,60857.jpg,0.0,0.0,Impressionism,Dancer with a Bouquet Bowing,wikiart,534601.0,1369.0,1343.0,genre painting,1877,Edgar Degas,1877
99.15,17601.jpg,1.0,1.0,Romanticism,The Fairy Feller's Master-Stroke ,wikiart,1874951.0,1600.0,1149.0,literary painting,1864.0,Richard Dadd,1864
18.86,17393.jpg,1.0,0.0,Romanticism,Wandering Musicians,wikiart,262384.0,1488.0,1235.0,genre painting,0,Richard Dadd,1870
9.05,84381.jpg,0.0,0.0,Impressionism,"Snow Effect, Giverny",wikipedia,220254.0,1148.0,1600.0,landscape,1893,Claude Monet,1893
53.7,29232.jpg,0.0,1.0,Impressionism,"Ice, Lock Port Villez",wikiart,228792.0,1200.0,1528.0,landscape,1893,Claude Monet,1893
13.59,21211.jpg,1.0,0.0,Romanticism,Constantinople Sunset,wikiart,368758.0,1065.0,1720.0,cityscape,1899,Ivan Aivazovsky,1899
1.52,41427.jpg,1.0,0.0,Romanticism,"Norham Castle, on the River Tweed (after Joseph Mallord William Turner) ",wikiart,247979.0,1192.0,1536.0,,1824.0,Charles Turner,1824
38.57,64345.jpg,0.0,0.0,Impressionism,A Declaration of Love,wikiart,241353.0,2000.0,915.0,genre painting,0,James Tissot,1870
8.11,89605.jpg,0.0,0.0,Impressionism,By the Seashore,wikiart,357632.0,1516.0,1207.0,portrait,1883,Pierre-Auguste Renoir,1883
2.65,80546.jpg,0.0,0.0,Impressionism,Girl with a basket of oranges,wikiart,332488.0,2467.0,741.0,genre painting,c.1889,Pierre-Auguste Renoir,1889
50.08,26638.jpg,0.0,1.0,Impressionism,Portrait of Mlle C. Lydia Cassatt,wikiart,550609.0,1632.0,1120.0,portrait,1880,Mary Cassatt,1880
4.21,73232.jpg,0.0,0.0,Impressionism,The Gulf Juan at Antibes,wikiart,283178.0,1142.0,1600.0,landscape,1888,Claude Monet,1888
68.89,18393.jpg,0.0,1.0,Impressionism,"Mediteranian Coast, Grey Day",wikiart,580973.0,1198.0,1524.0,landscape,1888,Claude Monet,1888
10.31,34128.jpg,0.0,0.0,Impressionism,The Oyster Eater,wikiart,417764.0,1600.0,1141.0,portrait,1882,James Ensor,1882
33.06,69243.jpg,0.0,0.0,Impressionism,Mount Kolsaas,wikiart,436091.0,1141.0,1600.0,landscape,1895,Claude Monet,1895
16.33,73412.jpg,0.0,0.0,Impressionism,At the Coffee Table,wikiart,426989.0,1031.0,1770.0,genre painting,1883.0,Edvard Munch,1883
22.0,61208.jpg,1.0,0.0,Romanticism,Still Life,wikiart,220019.0,1188.0,1536.0,still life,0,David Cox,1870
19.69,92442.jpg,1.0,0.0,Romanticism,Melrose Abbey,wikiart,294984.0,1648.0,1107.0,cityscape,0,William Turner,1870
8.78,30170.jpg,1.0,0.0,Romanticism,Elbschiff in early morning fog,wikiart,407568.0,1138.0,1603.0,landscape,0,Caspar David Friedrich,1870
14.58,47314.jpg,0.0,0.0,Impressionism,After the Bath,wikiart,578290.0,1520.0,1200.0,nude painting (nu),0,Pierre-Auguste Renoir,1870
5.23,66086.jpg,0.0,0.0,Impressionism,Romaine Lascaux,wikiart,289725.0,1527.0,1194.0,portrait,1864,Pierre-Auguste Renoir,1864
90.99,59010.jpg,1.0,1.0,Romanticism,Frozen Bosphorus Under Snow,wikiart,363964.0,1485.0,1226.0,marina,1874,Ivan Aivazovsky,1874
2.21,102621.jpg,0.0,0.0,Impressionism,Receding Waves ,wikiart,676742.0,1200.0,1517.0,landscape,1883,Claude Monet,1883
90.55,47279.jpg,1.0,1.0,Romanticism,A Famous Cause,wikiart,404596.0,1031.0,1765.0,genre painting,0,Honore Daumier,1870
92.83,51374.jpg,0.0,1.0,Impressionism,Red azaleas in a Pot,wikiart,573946.0,2527.0,720.0,flower painting,1883,Claude Monet,1883
16.13,41169.jpg,0.0,0.0,Impressionism,The box,wikiart,571506.0,1531.0,1188.0,portrait,1874,Pierre-Auguste Renoir,1874
11.31,22459.jpg,0.0,0.0,Impressionism,October Landscape,wikiart,514382.0,1200.0,1514.0,landscape,0,Robert Julian Onderdonk,1870
34.83,9899.jpg,0.0,0.0,Impressionism,A Friendly Call,wikiart,242245.0,1053.0,1725.0,genre painting,0,William Merritt Chase,1870
34.57,59524.jpg,0.0,0.0,Impressionism,Meadow in Giverny,wikiart,2114383.0,1135.0,1600.0,landscape,1890,Claude Monet,1890
20.86,93162.jpg,0.0,0.0,Impressionism,"Waterloo Bridge, Sunlight Effect",wikiart,479337.0,1200.0,1513.0,cityscape,1903,Claude Monet,1903
1.87,31787.jpg,0.0,0.0,Impressionism,Ice Floes on the Seine at Bougival,wikiart,639489.0,1200.0,1512.0,landscape,1868,Claude Monet,1868
93.18,60792.jpg,0.0,1.0,Impressionism,Untitled (Study for 'Bathers'),wikiart,243269.0,1557.0,1165.0,nude painting (nu),0,Childe Hassam,1870
58.84,98869.jpg,0.0,1.0,Impressionism,Girls at the Piano,wikiart,497203.0,1558.0,1164.0,genre painting,1892,Pierre-Auguste Renoir,1892
1.98,67934.jpg,0.0,0.0,Impressionism,Cliff at Petit Ailly,wikiart,493570.0,1200.0,1511.0,landscape,1896,Claude Monet,1896
89.32,81526.jpg,0.0,1.0,Impressionism,Water Lilies,wikiart,1397139.0,1511.0,1200.0,flower painting,1908,Claude Monet,1908
3.71,15284.jpg,0.0,0.0,Impressionism,Head of a Man (Claude Monet),wikiart,345334.0,1600.0,1133.0,portrait,1874,Edouard Manet,1874
62.35,91255.jpg,1.0,1.0,Romanticism,The Printing of the Bible of Kralice in Ivancice,wikiart,275341.0,1110.0,1633.0,genre painting,1914,Alphonse Mucha,1914
3.54,45620.jpg,0.0,0.0,Impressionism,Victor Jacquemont Holding a Parasol,wikiart,243570.0,1763.0,1028.0,portrait,1865,Claude Monet,1865
2.6,78969.jpg,1.0,0.0,Romanticism,Portrait of Konstantin Batyushkov,wikiart,421534.0,1731.0,1047.0,portrait,1815,Orest Kiprensky,1815
59.99,11309.jpg,0.0,1.0,Impressionism,Portrait of Eugenie Graff (Madame Paul) ,wikiart,1259180.0,1600.0,1132.0,portrait,1882,Claude Monet,1882
64.8,100323.jpg,0.0,1.0,Impressionism,Morning on the Seine,wikiart,522588.0,1200.0,1509.0,landscape,1897,Claude Monet,1897
59.46,30032.jpg,1.0,1.0,Romanticism,Thou Rose of all the Roses,wikiart,184625.0,1754.0,1032.0,portrait,0,Sir Lawrence Alma-Tadema,1870
2.44,4183.jpg,0.0,0.0,Impressionism,The Seine at Asnieres,wikiart,1594882.0,1228.0,1474.0,cityscape,1873,Claude Monet,1873
3.69,19386.jpg,0.0,0.0,Impressionism,Pierrot,wikiart,412179.0,1600.0,1131.0,genre painting,1889,James McNeill Whistler,1889
16.8,24127.jpg,1.0,0.0,Romanticism,The Oude Waag at the Westerkerk,wikiart,1168205.0,1458.0,1240.0,cityscape,0,Cornelis Springer,1870
83.41,50748.jpg,1.0,1.0,Romanticism,River Scene with Boys Fishing,wikiart,279438.0,1177.0,1536.0,cloudscape,0,David Cox,1870
3.25,59147.jpg,1.0,0.0,Romanticism,View of Tiflis,wikiart,330429.0,1200.0,1502.0,cityscape,1868,Ivan Aivazovsky,1868
88.98,55568.jpg,0.0,1.0,Impressionism,"Windmills at Haaldersbroek, Zaandam",wikiart,2573927.0,1001.0,1800.0,landscape,1871,Claude Monet,1871
13.33,35227.jpg,1.0,0.0,Romanticism,John Ruskin's dead chick,wikiart,914894.0,1120.0,1608.0,still life,0,William Holman Hunt,1870
3.21,15366.jpg,0.0,0.0,Impressionism,Gabrielle Sun,wikiart,630542.0,1522.0,1183.0,nude painting (nu),0,Pierre-Auguste Renoir,1870
3.23,95722.jpg,0.0,0.0,Impressionism,Seine at Rouen,wikiart,2188417.0,1223.0,1472.0,cityscape,1872,Claude Monet,1872
88.59,80627.jpg,0.0,1.0,Impressionism,The old market at Rouen,wikiart,430089.0,1520.0,1184.0,cityscape,0,Camille Pissarro,1870
35.67,20869.jpg,0.0,0.0,Impressionism,"The Manneport, Reflections of Water",wikiart,520888.0,1200.0,1499.0,landscape,1885,Claude Monet,1885
6.47,99864.jpg,0.0,0.0,Impressionism,The Cote Sauvate,wikiart,955609.0,1200.0,1499.0,landscape,1896,Claude Monet,1896
95.55,103108.jpg,1.0,1.0,Romanticism,Riders on a Beach,wikiart,160433.0,1171.0,1536.0,sketch and study,1835,William Turner,1835
9.74,34270.jpg,1.0,0.0,Romanticism,Poetry,wikiart,153955.0,1620.0,1110.0,allegorical painting,1879,Sir Lawrence Alma-Tadema,1879
82.42,31545.jpg,0.0,1.0,Impressionism,Morning on the Seine at Giverny 02,wikiart,632615.0,1200.0,1498.0,landscape,1897,Claude Monet,1897
99.17,56642.jpg,0.0,1.0,Impressionism,View on village of Giverny,wikiart,323346.0,1200.0,1498.0,landscape,1886,Claude Monet,1886
36.59,49667.jpg,0.0,0.0,Impressionism,Water Lilies,wikiart,1889972.0,1200.0,1497.0,flower painting,1905,Claude Monet,1905
90.65,73588.jpg,1.0,1.0,Romanticism,Head of a Man ,wikiart,168306.0,1536.0,1169.0,sketch and study,1827.0,John Simpson ,1827
34.62,103124.jpg,0.0,0.0,Impressionism,The Bridge at Bougival,wikiart,634313.0,1122.0,1600.0,cityscape,1869,Claude Monet,1869
30.79,6736.jpg,0.0,0.0,Impressionism,First Day at the Beach,wikiart,337339.0,1594.0,1125.0,nude painting (nu),0,Octav Angheluta,1870
3.49,54392.jpg,0.0,0.0,Impressionism,The Arm of the Seine,wikiart,180106.0,1200.0,1494.0,landscape,1878,Claude Monet,1878
25.84,33924.jpg,0.0,0.0,Impressionism,The Towpath at Granval,wikiart,622864.0,1200.0,1494.0,landscape,1883,Claude Monet,1883
63.95,90968.jpg,0.0,1.0,Impressionism,The Palazzo Ducale,wikiart,1298327.0,1200.0,1494.0,cityscape,1908,Claude Monet,1908
87.27,88019.jpg,0.0,1.0,Impressionism,The Red Cape (Madame Monet) ,wikiart,951642.0,1494.0,1200.0,genre painting,c.1870,Claude Monet,1870
8.73,60031.jpg,0.0,0.0,Impressionism,Palazzo Dario 4,wikiart,1315009.0,1504.0,1192.0,cityscape,1908,Claude Monet,1908
97.79,89011.jpg,1.0,1.0,Romanticism,Egor Ivanovich Makovsky,wikipedia,828070.0,1449.0,1237.0,portrait,1859,Konstantin Makovsky,1859
91.78,73227.jpg,0.0,1.0,Impressionism,Landscape at Port-Villez,wikiart,556822.0,1120.0,1600.0,landscape,1885,Claude Monet,1885
25.83,66550.jpg,1.0,0.0,Romanticism,La Petra Camara ,wikiart,670501.0,1580.0,1133.0,genre painting,1854.0,Theodore Chasseriau,1854
4.0,15052.jpg,0.0,0.0,Impressionism,View over Vetheuil,wikiart,619242.0,1491.0,1200.0,landscape,1880,Claude Monet,1880
27.87,123.jpg,0.0,0.0,Impressionism,Autumn (Study of Mery Laurent),wikiart,391292.0,1600.0,1118.0,portrait,1882,Edouard Manet,1882
96.62,102612.jpg,0.0,1.0,Impressionism,Charing Cross Bridge 02,wikiart,376805.0,1200.0,1490.0,landscape,1902,Claude Monet,1902
36.48,52194.jpg,1.0,0.0,Romanticism,The Coronation of the Serbian Tsar Stepan Dusan as East Roman Emperor,wikiart,299656.0,1225.0,1459.0,genre painting,1926,Alphonse Mucha,1926
59.81,31664.jpg,1.0,1.0,Romanticism,Bay of Naples,wikiart,1502786.0,1050.0,1702.0,landscape,1845,Ivan Aivazovsky,1845
23.05,69802.jpg,0.0,0.0,Impressionism,Child with Bangs in a Blue Dress,wikiart,414963.0,1554.0,1150.0,portrait,c.1910,Mary Cassatt,1910
99.12,37893.jpg,0.0,1.0,Impressionism,Path in the Fog,wikiart,631810.0,1200.0,1489.0,landscape,1887,Claude Monet,1887
1.44,24717.jpg,0.0,0.0,Impressionism,Road to the Saint-Simeon Farm,wikipedia,822421.0,1785.0,1000.0,landscape,1864,Claude Monet,1864
