style,new_filename,title,source,size_bytes,pixelsy,pixelsx,genre,date,artist
Impressionism,87096.jpg,Portrait of Mrs William Harrison,wikiart,147177.0,1105.0,721.0,portrait,c.1890,Mary Cassatt
Impressionism,46629.jpg,The Ice Cutters,wikiart,123123.0,823.0,968.0,genre painting,1895,Julian Alden Weir
Romanticism,55280.jpg,Basilica of Constantine,wikiart,110175.0,739.0,1078.0,cityscape,1828,Camille Corot
Romanticism,66461.jpg,The Nice at night,wikiart,173310.0,763.0,1044.0,landscape,,Ivan Aivazovsky
Impressionism,98293.jpg,"Omnibus on the place de la Madeleine, Winter",wikiart,1316568.0,750.0,1062.0,cityscape,,Antoine Blanchard
Romanticism,13641.jpg,Keeoma ,wikiart,183962.0,777.0,1025.0,portrait,1896.0,Charles M. Russell
Romanticism,95218.jpg,The Ambush,wikiart,158517.0,693.0,1149.0,genre painting,1876,Albert Bierstadt
Impressionism,102249.jpg,"Canal, Venice",wikiart,248027.0,704.0,1131.0,cityscape,c.1878,John Henry Twachtman
Impressionism,14104.jpg,Portrait of an elderly lady,wikiart,89936.0,1026.0,776.0,portrait,1883,Mary Cassatt
Impressionism,14809.jpg,The Riverside,wikiart,237205.0,714.0,1115.0,landscape,1883,Georges Seurat
Impressionism,34239.jpg,Lillie,wikiart,190838.0,1009.0,789.0,portrait,1898,Childe Hassam
Impressionism,8187.jpg,Young woman in a round hat,wikipedia,166087.0,984.0,809.0,portrait,1877,Edouard Manet
Impressionism,68938.jpg,Natură moartă cu narghilea și gutui,wikiart,158907.0,1000.0,796.0,still life,1940.0,Theodor Pallady
Impressionism,89036.jpg,Portrait of Chaliapin,wikiart,190236.0,796.0,1000.0,portrait,1911,Konstantin Korovin
Impressionism,29190.jpg,Street from Bretania,wikiart,138745.0,796.0,1000.0,cityscape,,Stefan Popescu
Impressionism,50478.jpg,Mrs. Gardner Cassatt in Black,wikiart,208124.0,995.0,800.0,portrait,1880,Mary Cassatt
Impressionism,48599.jpg,Baletistă,wikiart,118729.0,1000.0,796.0,portrait,,Iosif Iser
Romanticism,99006.jpg,Seaside city. View of Yalta ,wikiart,157403.0,796.0,1000.0,landscape,1866,Ivan Aivazovsky
Impressionism,15201.jpg,The Loing Flowing under the Moret Bridge,wikiart,180146.0,796.0,1000.0,cityscape,1892,Alfred Sisley
Impressionism,63803.jpg,Peisaj cu turmă de oi,wikiart,232925.0,796.0,1000.0,animal painting,1940.0,Samuel Mutzner
Impressionism,44083.jpg,Iarmaroc de Moși,wikiart,190351.0,796.0,1000.0,cityscape,1940.0,Samuel Mutzner
Romanticism,32012.jpg,On The Hampshire Coast,wikiart,169138.0,796.0,1000.0,genre painting,,William Shayer
Impressionism,23163.jpg,Two vases of flowers and a fan,wikiart,323911.0,1121.0,710.0,still life,1885,Paul Gauguin
Impressionism,63876.jpg,"The Laundry, Branchville",wikiart,149111.0,985.0,808.0,landscape,c.1894,Julian Alden Weir
Impressionism,99905.jpg,"Flood, White Effect, Eragny",wikiart,231422.0,823.0,967.0,landscape,1893,Camille Pissarro
Romanticism,11414.jpg,Buffalo Coat ,wikiart,182361.0,1043.0,763.0,portrait,1908.0,Charles M. Russell
Impressionism,33639.jpg,Boulevard de la Madeleine,wikiart,1058513.0,750.0,1061.0,cityscape,,Antoine Blanchard
Impressionism,54791.jpg,The Garden at Pontoise,wikiart,255566.0,1032.0,771.0,landscape,1877,Camille Pissarro
Impressionism,50580.jpg,"Friends at the Theatre, Ludovic Halevy and Albert Cave",wikiart,131364.0,1084.0,734.0,portrait,1879,Edgar Degas
Romanticism,31191.jpg,The Hon. Alicia Herbert as a Child,wikipedia,104555.0,1024.0,777.0,portrait,1795.0,John Hoppner
Impressionism,83308.jpg,Woman with an Umbrella,wikiart,118087.0,1002.0,794.0,portrait,c.1876,Edgar Degas
Impressionism,95683.jpg,Three Heads,wikiart,125012.0,802.0,992.0,portrait,c.1871,Edgar Degas
Romanticism,65692.jpg,Dolmen in snow,wikiart,199324.0,770.0,1033.0,landscape,1807,Caspar David Friedrich
Impressionism,82509.jpg,By the Water,wikiart,230656.0,1076.0,739.0,landscape,1881,Camille Pissarro
Romanticism,39193.jpg,The Present,wikiart,137945.0,717.0,1109.0,landscape,1838,Thomas Cole
Romanticism,38963.jpg,Brielle,wikiart,214894.0,741.0,1073.0,cityscape,,Cornelis Springer
Romanticism,72070.jpg,View from Livadia,wikiart,172197.0,1000.0,795.0,landscape,1861,Ivan Aivazovsky
Romanticism,39013.jpg,Self-Portrait,wikiart,141925.0,1000.0,795.0,self-portrait,1896,Sir Lawrence Alma-Tadema
Impressionism,14534.jpg,Still Life with Narcissus and Mirror,wikiart,149285.0,1000.0,795.0,still life,1940.0,Theodor Pallady
Romanticism,40960.jpg,Portrait of Singer A. Ya. Petrova,wikiart,93742.0,1000.0,795.0,portrait,1841,Karl Bryullov
Impressionism,56267.jpg,Peasant Women from Dolj,wikiart,151242.0,1000.0,795.0,portrait,1926.0,Francisc Sirato
Impressionism,57931.jpg,Mangalia Street,wikiart,152358.0,795.0,1000.0,cityscape,,Francisc Sirato
Impressionism,57521.jpg,Dreaming,wikiart,153817.0,1000.0,795.0,portrait,1896.0,Nicolae Vermont
Romanticism,11870.jpg,The wrestle of Jacob,wikiart,213781.0,1000.0,795.0,religious painting,1855,Gustave Dore
Romanticism,81636.jpg,Head of an Abbot,wikiart,80612.0,1000.0,795.0,portrait,1850,Karl Bryullov
Impressionism,11158.jpg,A Sketch of My Hound Kuttie,wikiart,34387.0,795.0,1000.0,animal painting,1885,William Merritt Chase
Impressionism,2123.jpg,Tureen And Apple,wikiart,304009.0,1000.0,795.0,still life,1877,Berthe Morisot
Impressionism,44485.jpg,Dancer at the Barre,wikiart,233471.0,1092.0,728.0,genre painting,c.1880,Edgar Degas
Impressionism,100953.jpg,"On the Canal, New Hope ",wikiart,1090500.0,817.0,973.0,cityscape,1916.0,Robert Spencer
Romanticism,69363.jpg,The Morning,wikipedia,167054.0,1023.0,777.0,allegorical painting,1808.0,Philipp Otto Runge
Romanticism,89939.jpg,A View of Yosemite Valley,wikiart,158542.0,757.0,1050.0,landscape,,Thomas Hill
Impressionism,29740.jpg,Jockeys,wikiart,171800.0,765.0,1039.0,genre painting,1895,Edgar Degas
Impressionism,54065.jpg,Young woman taking a walk holding an open umbrella,wikiart,256606.0,980.0,811.0,genre painting,1880,Edouard Manet
Impressionism,23342.jpg,"Barges on the Loing, Saint Mammes",wikiart,151375.0,811.0,980.0,landscape,1884,Alfred Sisley
Impressionism,29416.jpg,Portrait of Madame Ernest May,wikiart,275534.0,1110.0,716.0,portrait,1882,Edgar Degas
Impressionism,55547.jpg,From my camp (Sirius Cove),wikiart,270818.0,1024.0,776.0,landscape,1896,Arthur Streeton
Impressionism,102262.jpg,Three Dancers in Purple Skirts,wikiart,249800.0,1096.0,725.0,genre painting,c.1898,Edgar Degas
Romanticism,98732.jpg,"Norham Castle, Sunrise",wikiart,102199.0,775.0,1025.0,landscape,1845,William Turner
Impressionism,62664.jpg,Field at Eragny,wikiart,248382.0,818.0,971.0,landscape,1885,Camille Pissarro
Impressionism,38446.jpg,Boulevard de la Madeleine,wikiart,1065417.0,750.0,1059.0,cityscape,,Antoine Blanchard
Impressionism,11201.jpg,Boulevard des Capucines et Madeleine,wikiart,1565945.0,750.0,1059.0,cityscape,,Antoine Blanchard
Impressionism,78435.jpg,"Rue Norvins, place du Tertre Montmartre",wikiart,923750.0,750.0,1059.0,cityscape,,Antoine Blanchard
Impressionism,57046.jpg,Café de la Paix Opera,wikiart,1173513.0,750.0,1059.0,cityscape,,Antoine Blanchard
Romanticism,50510.jpg,Country Life,wikiart,103756.0,771.0,1030.0,genre painting,1849.0,William Shayer
Romanticism,55257.jpg,The Household Gods,wikiart,171198.0,1042.0,762.0,mythological painting,1880,John William Waterhouse
Romanticism,96856.jpg,Two Bay Mares And a Grey Pony In a Landscape,wikiart,254538.0,794.0,1000.0,animal painting,1793,George Stubbs
Impressionism,26635.jpg,Odaliscă,wikiart,216601.0,1000.0,794.0,portrait,,Samuel Mutzner
Impressionism,13099.jpg,On the Lakeshore,wikiart,224449.0,1000.0,794.0,landscape,,Micaela Eleutheriade
Romanticism,58567.jpg,African,wikiart,180756.0,1000.0,794.0,portrait,1882,Konstantin Makovsky
Impressionism,37413.jpg,Orchard under the Church of Bihorel (Children in the Pasture),wikiart,287988.0,1070.0,742.0,landscape,1884,Paul Gauguin
Impressionism,75638.jpg,The Appian Way,wikiart,129852.0,841.0,944.0,genre painting,1920.0,Henry Herbert La Thangue
Romanticism,21312.jpg,"A Courtier (fragment of 'The Tempest Act I, Scene 1')",wikiart,104817.0,841.0,944.0,literary painting,,George Romney
Romanticism,14918.jpg,"Sentinel Rock, Yosemite ",wikiart,139360.0,1089.0,729.0,landscape,1880.0,Thomas Hill
Impressionism,24579.jpg,Case la vitre,wikiart,773596.0,1181.0,672.0,cityscape,,Nicolae Grigorescu
Impressionism,21707.jpg,Evening Reading,wikiart,508353.0,775.0,1024.0,genre painting,1884.0,Georg Pauli
Impressionism,14244.jpg,Unter den Linden nach dem Regen,wikipedia,283672.0,1024.0,775.0,cityscape,1888.0,Lesser Ury
Impressionism,92522.jpg,Sailing Boats,wikiart,181221.0,778.0,1020.0,marina,c.1883,Eugene Boudin
Romanticism,67751.jpg,Three Men Digging,wikipedia,58094.0,1058.0,750.0,genre painting,1819,Francisco Goya
Impressionism,34310.jpg,Place du Luxembourg le Pantheon,wikiart,1222694.0,750.0,1058.0,cityscape,,Antoine Blanchard
Romanticism,226.jpg,Chained Prisoner,wikiart,62417.0,1058.0,750.0,genre painting,1812,Francisco Goya
Impressionism,53746.jpg,Mother Holding Her Baby,wikiart,169920.0,982.0,808.0,genre painting,c.1914,Mary Cassatt
Impressionism,64148.jpg,Marie in Ravello,wikiart,92564.0,740.0,1072.0,portrait,1891.0,Peder Severin Kroyer
Impressionism,58130.jpg,Loing Canal at Saint Mammes,wikiart,162774.0,802.0,989.0,landscape,1885,Alfred Sisley
Romanticism,35178.jpg,May the rope break,wikiart,145182.0,770.0,1030.0,capriccio,1820,Francisco Goya
Romanticism,98104.jpg,The same,wikiart,157576.0,773.0,1026.0,capriccio,c.1815,Francisco Goya
Impressionism,59731.jpg,An Estuary in Brittany,wikiart,228006.0,751.0,1056.0,cloudscape,,Eugene Boudin
Romanticism,33408.jpg,Portrait of Elena Grigoriyevna Tolstaya,wikiart,95966.0,1000.0,793.0,portrait,1874,Fyodor Bronnikov
Romanticism,43338.jpg,Night in the Ukraine,wikiart,94026.0,793.0,1000.0,landscape,1871,Ivan Aivazovsky
Romanticism,91046.jpg,Girl dressed as Flora,wikipedia,194477.0,1000.0,793.0,portrait,,Konstantin Makovsky
Impressionism,9808.jpg,At the Fortune Teller,wikiart,173572.0,793.0,1000.0,genre painting,1921.0,Rudolf Schweitzer-Cumpana
Impressionism,79109.jpg,A Ligurian Shepherdess,wikiart,148384.0,840.0,944.0,genre painting,,Henry Herbert La Thangue
Impressionism,81933.jpg,Gathering Oranges,wikiart,168189.0,840.0,944.0,genre painting,1929.0,Henry Herbert La Thangue
Romanticism,80138.jpg,A Prison Scene,wikiart,516255.0,1031.0,769.0,genre painting,c.1814,Francisco Goya
Romanticism,85389.jpg,Village Musicians,wikiart,135276.0,991.0,800.0,genre painting,1832.0,Horace Vernet
Romanticism,99714.jpg,Portrait of Vasily Zhukovsky,wikiart,234261.0,936.0,847.0,portrait,1816,Orest Kiprensky
Impressionism,92207.jpg,"Place Saint Michel, Notre Dame",wikiart,1489489.0,750.0,1057.0,cityscape,,Antoine Blanchard
Impressionism,16280.jpg,Avenue de l'Opera,wikiart,964693.0,750.0,1057.0,cityscape,,Antoine Blanchard
Impressionism,93686.jpg,The Sisters,wikiart,830299.0,1011.0,784.0,portrait,1921,Edmund Charles Tarbell
Impressionism,22084.jpg,"Nächtliche Straßenszene, Berlin",wikipedia,211104.0,1024.0,774.0,cityscape,1920.0,Lesser Ury
Romanticism,67350.jpg,Landscape,wikiart,98430.0,516.0,1536.0,landscape,1800.0,Thomas Girtin
Romanticism,3673.jpg,Reverie,wikiart,108135.0,976.0,812.0,portrait,1854,Alfred Stevens
Romanticism,87294.jpg,Men of the Open Range ,wikiart,851863.0,731.0,1084.0,genre painting,1923.0,Charles M. Russell
Impressionism,7967.jpg,Bowing Dancer,wikiart,197786.0,1116.0,710.0,genre painting,c.1885,Edgar Degas
Romanticism,24666.jpg,Sunset in the Pays de Caux,wikiart,100760.0,770.0,1029.0,landscape,1828,Richard Parkes Bonington
Impressionism,37747.jpg,"Peasants Chatting in the Farmyard, Eragny",wikiart,358348.0,1022.0,775.0,genre painting,c.1902,Camille Pissarro
Romanticism,43842.jpg,Savoyard,wikiart,187831.0,1000.0,792.0,portrait,1872,Konstantin Makovsky
Impressionism,67109.jpg,Porte St. Martin ,wikiart,1059696.0,750.0,1056.0,cityscape,,Antoine Blanchard
Romanticism,22867.jpg,Cairene,wikiart,129913.0,1000.0,792.0,portrait,c.1870,Konstantin Makovsky
Romanticism,65302.jpg,Portrait,wikiart,85645.0,1000.0,792.0,portrait,,Konstantin Makovsky
Impressionism,1777.jpg,After a Rain. Rainbow,wikiart,251055.0,792.0,1000.0,landscape,,Arkhip Kuindzhi
Impressionism,31088.jpg,A dancer in a cabaret,wikiart,217872.0,1000.0,792.0,genre painting,1904.0,Boris Kustodiev
Romanticism,70155.jpg,Portrait of General Chaplits,wikiart,410943.0,1000.0,792.0,portrait,1813,Orest Kiprensky
Romanticism,88486.jpg,Lunar night on the Black sea,wikiart,134190.0,792.0,1000.0,landscape,1859,Ivan Aivazovsky
Romanticism,59184.jpg,Romantic Landscape with Ruined Tower,wikiart,267403.0,792.0,1000.0,landscape,1836,Thomas Cole
Impressionism,32284.jpg,Champs Elysees,wikiart,694310.0,750.0,1056.0,cityscape,,Antoine Blanchard
Romanticism,58211.jpg,Winter Juno And Aeolus,wikiart,228759.0,1000.0,792.0,mythological painting,1862,Eugene Delacroix
Impressionism,8833.jpg,On the Road from Moret,wikiart,63585.0,760.0,1042.0,landscape,1882,Alfred Sisley
Impressionism,75020.jpg,Haymaking at Eragny,wikiart,264500.0,986.0,803.0,genre painting,1891,Camille Pissarro
Impressionism,33763.jpg,The Pot Saint Michel in Paris,wikiart,382462.0,811.0,976.0,cityscape,1900,Henri Matisse
Impressionism,28883.jpg,Umbrellas in the Rain,wikiart,262202.0,715.0,1107.0,genre painting,1899,Maurice Prendergast
Impressionism,89516.jpg,"Trouville, Beach Scene",wikiart,268010.0,701.0,1129.0,genre painting,,Eugene Boudin
Impressionism,99996.jpg,Gloucester Boats,wikiart,825371.0,1044.0,758.0,marina,c.1902,John Henry Twachtman
Impressionism,103081.jpg,The Dog Rita Asleep,wikiart,142733.0,805.0,983.0,animal painting,1864,Frederic Bazille
Romanticism,89859.jpg,Tarquinius Superbus,wikiart,177445.0,1124.0,704.0,history painting,1867,Sir Lawrence Alma-Tadema
Impressionism,28294.jpg,The Rocks of l'Ilette and the Fortifications,wikiart,206351.0,699.0,1132.0,landscape,1893,Eugene Boudin
Impressionism,45953.jpg,"Champs Elysees, Arc de Triomphe",wikiart,962727.0,750.0,1055.0,cityscape,,Antoine Blanchard
Impressionism,35336.jpg,Le Moulin Rouge,wikiart,703746.0,750.0,1055.0,cityscape,,Antoine Blanchard
Impressionism,59574.jpg,The Old Mill at Cos Cobb,wikiart,229353.0,989.0,800.0,landscape,c.1902,John Henry Twachtman
Romanticism,84607.jpg,In the family,wikiart,188498.0,791.0,1000.0,genre painting,1856,Fyodor Bronnikov
Impressionism,45493.jpg,Vară,wikiart,171300.0,791.0,1000.0,landscape,,Samuel Mutzner
Romanticism,86651.jpg,Portrait Of The Countess Somers,wikiart,959177.0,1000.0,791.0,portrait,,George Frederick Watts
Romanticism,4494.jpg,Ladies From The Family Of Mr William Mason Of Colchester,wikiart,192282.0,1000.0,791.0,portrait,,John Constable
Impressionism,33445.jpg,Summer ,wikiart,139328.0,791.0,1000.0,landscape,1910,Zinaida Serebriakova
Romanticism,96914.jpg,Chains of the Caucasus Mountains,wikiart,366095.0,791.0,1000.0,landscape,1869,Ivan Aivazovsky
Impressionism,56660.jpg,The Loge,wikiart,250505.0,1000.0,791.0,portrait,c.1880,Mary Cassatt
Romanticism,78812.jpg,The Bay of Yalta,wikiart,171279.0,791.0,1000.0,landscape,1885,Ivan Aivazovsky
Impressionism,71120.jpg,Lake. Autumn.,wikiart,165633.0,1000.0,791.0,landscape,c.1898,Isaac Levitan
Impressionism,64194.jpg,Harbour at Sevastopol ,wikiart,174183.0,791.0,1000.0,cityscape,1916,Konstantin Korovin
Romanticism,54793.jpg,Darial Gorge. Moon night,wikiart,108918.0,1000.0,791.0,landscape,1868,Ivan Aivazovsky
Romanticism,28316.jpg,Livadia,wikiart,210420.0,1000.0,791.0,landscape,,Ivan Aivazovsky
Romanticism,58443.jpg,Portrait of Loris-Melikov,wikiart,108585.0,1000.0,791.0,portrait,1888,Ivan Aivazovsky
Romanticism,3757.jpg,Pushkin in Gurzuf,wikiart,126084.0,1000.0,791.0,landscape,1880,Ivan Aivazovsky
Romanticism,12826.jpg,Apollo Slays Python,wikiart,171057.0,770.0,1027.0,sketch and study,1850,Eugene Delacroix
Romanticism,47658.jpg,Cartloads to the cemetery,wikiart,157445.0,770.0,1027.0,capriccio,1815,Francisco Goya
Impressionism,85343.jpg,The Wedding,wikiart,532907.0,728.0,1086.0,genre painting,1904,Nikolay Bogdanov-Belsky
Romanticism,19223.jpg,The Shipwreck near mountain of Aphon,wikiart,82595.0,728.0,1086.0,marina,1856,Ivan Aivazovsky
Romanticism,73384.jpg,The Midday Rest,wikiart,111647.0,782.0,1011.0,genre painting,,William Shayer
Romanticism,18782.jpg,El desvan del anticuario,wikiart,194587.0,1020.0,775.0,genre painting,1893.0,Arturo Michelena
Impressionism,1728.jpg,Palais Royal,wikiart,1056965.0,750.0,1054.0,cityscape,,Antoine Blanchard
Impressionism,67352.jpg,Rue Royal Madeleine,wikiart,869886.0,750.0,1054.0,cityscape,,Antoine Blanchard
Impressionism,98835.jpg,Arc de Triomphe,wikiart,1141185.0,750.0,1054.0,cityscape,,Antoine Blanchard
Impressionism,40636.jpg,"The Old Bridge, France",wikiart,922303.0,977.0,809.0,landscape,1910,Guy Rose
Impressionism,91089.jpg,Young Woman,wikiart,701569.0,965.0,819.0,portrait,1871,Berthe Morisot
Impressionism,27100.jpg,Portrait of composer Emmanual Chabrier,wikiart,156290.0,1121.0,705.0,portrait,c.1880,Edouard Manet
Romanticism,48120.jpg,La Salle Christening the Country 'Louisiana',wikiart,134634.0,1084.0,729.0,illustration,,Howard Pyle
Impressionism,21272.jpg,A Provençal Castle,wikiart,150071.0,837.0,944.0,landscape,,Henry Herbert La Thangue
Romanticism,14398.jpg,"View of the Church of Santa Maria della Salute, on the Grand Canal, Venice, with the Dogana beyond ",wikiart,803706.0,690.0,1145.0,cityscape,1851.0,David Roberts
Romanticism,75135.jpg,Portrait of Grand Duchess Maria Nikolaevna,wikiart,235842.0,1000.0,790.0,portrait,1837,Karl Bryullov
Impressionism,59683.jpg,Portrait of Nikolay Chichagov,wikiart,200888.0,1000.0,790.0,portrait,1902,Konstantin Korovin
Impressionism,100683.jpg,Portrait of a Hungarian artist József Ripley Ronai,wikiart,163519.0,1000.0,790.0,portrait,1912,Konstantin Korovin
Romanticism,66326.jpg,The Serenade,wikiart,218661.0,1000.0,790.0,genre painting,,Jehan Georges Vibert
Impressionism,34506.jpg,Elisabeth Avenue After Rain,wikiart,159584.0,790.0,1000.0,cityscape,,Nicolae Darascu
Romanticism,90037.jpg,Still Life with Wild and Garden Flowers,wikiart,205489.0,1056.0,748.0,still life,c.1877,Adolphe Joseph Thomas Monticelli
Impressionism,1408.jpg,The Grey Trellis,wikiart,112462.0,980.0,806.0,landscape,1891,Julian Alden Weir
Impressionism,13409.jpg,"Camaret, The Toulinguet",wikiart,186219.0,685.0,1153.0,landscape,1871,Eugene Boudin
Impressionism,77776.jpg,"L'Opera, café de la Paix",wikiart,1154456.0,750.0,1053.0,cityscape,,Antoine Blanchard
Impressionism,43817.jpg,Theatre du Vaudeville,wikiart,875334.0,750.0,1053.0,cityscape,,Antoine Blanchard
Impressionism,57548.jpg,La Rue Lafayette et le Square Montholon,wikiart,1045185.0,750.0,1053.0,cityscape,,Antoine Blanchard
Impressionism,48130.jpg,Boulevard Haussmann,wikiart,1402019.0,750.0,1053.0,cityscape,,Antoine Blanchard
Impressionism,59077.jpg,Celeste in a Brown Hat,wikiart,192221.0,982.0,804.0,portrait,1891,Mary Cassatt
Romanticism,47530.jpg,Before battle. Ship. Constantinople,wikiart,110081.0,771.0,1024.0,marina,1872,Ivan Aivazovsky
Impressionism,70423.jpg,The Evangelist ,wikiart,887032.0,818.0,965.0,genre painting,1919.0,Robert Spencer
Impressionism,77903.jpg,Child Playing in the Garden,wikiart,146259.0,802.0,984.0,genre painting,1882,Berthe Morisot
Romanticism,47156.jpg,In Peril (The Harbour Flare),wikipedia,129892.0,728.0,1084.0,cityscape,1879,John Atkinson Grimshaw
Impressionism,22848.jpg,Bridge on the River Touques at Deauville,wikiart,188862.0,697.0,1132.0,landscape,,Eugene Boudin
Impressionism,46881.jpg,Ploughing,wikiart,165553.0,789.0,1000.0,genre painting,1915.0,Stefan Dimitrescu
Impressionism,94274.jpg,Boulevard de la Madeleine,wikiart,1194063.0,750.0,1052.0,cityscape,,Antoine Blanchard
Romanticism,34146.jpg,The Bromley Children,wikiart,137975.0,1000.0,789.0,portrait,1843,Ford Madox Brown
Romanticism,26458.jpg,"Mehkskeme-Sukahs, Blackfoot Chief and Tatsicki-Stomick, Piekann Chief, plate 45 from Volume1 of 'Travels in the Interior of North America'",wikiart,121495.0,789.0,1000.0,portrait,1834,Karl Bodmer
Impressionism,43946.jpg,Child,wikiart,91695.0,1000.0,789.0,portrait,,Sever Burada
Impressionism,65455.jpg,Self-portrait ,wikipedia,126217.0,1000.0,789.0,portrait,1938,Konstantin Korovin
Romanticism,79668.jpg,Portrait of M. A. Beck,wikiart,106541.0,1000.0,789.0,portrait,1840,Karl Bryullov
Romanticism,38196.jpg,"Catskill Mountain House, The Four Elements",wikiart,236658.0,789.0,1000.0,landscape,1844,Thomas Cole
Impressionism,88139.jpg,A Portrait of the Artist,wikiart,232259.0,1000.0,789.0,self-portrait,1891.0,Max Slevogt
Impressionism,93964.jpg,Places des Vosges,wikiart,166096.0,789.0,1000.0,cityscape,,Micaela Eleutheriade
Impressionism,33840.jpg,Porte St. Denis,wikiart,619722.0,750.0,1052.0,cityscape,,Antoine Blanchard
Romanticism,47669.jpg,Clash soldiers with murids on Gunib,wikiart,136436.0,1000.0,789.0,landscape,1869,Ivan Aivazovsky
Impressionism,11834.jpg,Notre Dame Quai Saint Michel,wikiart,827589.0,750.0,1052.0,cityscape,,Antoine Blanchard
Romanticism,35830.jpg,Portrait of Mrs. Howe,wikiart,104713.0,1038.0,760.0,portrait,1900,Alfred Stevens
Impressionism,93127.jpg,Lake and Gardens with Statuary Landscape,wikiart,480422.0,800.0,986.0,landscape,,Nikolay Bogdanov-Belsky
Romanticism,31262.jpg,Pepito Costa and Bonells,wikiart,91265.0,986.0,800.0,portrait,1813,Francisco Goya
Romanticism,41135.jpg,The Challenge,wikiart,115570.0,739.0,1067.0,animal painting,,Charles M. Russell
Romanticism,96965.jpg,Here neither,wikiart,185575.0,770.0,1024.0,capriccio,1815,Francisco Goya
Impressionism,10548.jpg,Brussels students,wikiart,285346.0,1120.0,704.0,genre painting,,Jan Toorop
Impressionism,61350.jpg,Somone in a White Bonnet,wikiart,235411.0,1104.0,714.0,portrait,1901,Mary Cassatt
Impressionism,50334.jpg,Notre Dame,wikiart,1039269.0,750.0,1051.0,cityscape,,Antoine Blanchard
Impressionism,23208.jpg,Place de la Republic,wikiart,1086561.0,750.0,1051.0,cityscape,,Antoine Blanchard
Impressionism,1518.jpg,Rue de la Paix Place Vendome,wikiart,1334718.0,750.0,1051.0,cityscape,,Antoine Blanchard
Impressionism,74404.jpg,Rue Tronchet la Madeleine,wikiart,999356.0,750.0,1051.0,cityscape,,Antoine Blanchard
Romanticism,35491.jpg,The Death of Oedipus,wikiart,83825.0,835.0,944.0,mythological painting,1784.0,Henry Fuseli
Impressionism,16850.jpg,Picking Bluebells,wikiart,162147.0,835.0,944.0,genre painting,,George Henry
Impressionism,33953.jpg,"Cottage at Fairford, Gloucestershire",wikiart,245630.0,766.0,1029.0,landscape,1892,John Singer Sargent
Impressionism,12581.jpg,At the Window (also known as Portrait of Julia Sullivan Lynch) ,wikiart,397021.0,763.0,1033.0,genre painting,1925.0,Lilla Cabot Perry
Romanticism,43523.jpg,Indian Hunt ,wikiart,360837.0,740.0,1065.0,genre painting,1894.0,Charles M. Russell
Impressionism,67263.jpg,Clothes on the Grass,wikiart,217937.0,710.0,1110.0,landscape,1883,Georges Seurat
Romanticism,17304.jpg,The Battle of Nicaea in 1097,wikiart,313094.0,1048.0,752.0,illustration,1877,Gustave Dore
Impressionism,70416.jpg,Lady with Roses,wikiart,135801.0,1000.0,788.0,portrait,,Nikolay Bogdanov-Belsky
Romanticism,29281.jpg,Portrait of Mrs.Abney,wikiart,152848.0,1000.0,788.0,portrait,,Joseph Wright
Romanticism,14106.jpg,Portrait of K. A. and M. Ya. Narishkin,wikiart,162833.0,1000.0,788.0,portrait,1827,Karl Bryullov
Romanticism,42554.jpg,Portrait of the Architect and Painter Alexander Brulloff,wikiart,280118.0,1000.0,788.0,portrait,c.1841,Karl Bryullov
Impressionism,23273.jpg,Plaza in Montmartre,wikiart,133245.0,788.0,1000.0,cityscape,,Iosif Iser
Romanticism,48062.jpg,The Mirror,wikiart,869218.0,788.0,1000.0,genre painting,1896.0,Frank Dicksee
Impressionism,47098.jpg,To school,wikiart,188196.0,788.0,1000.0,genre painting,1941,Nikolay Bogdanov-Belsky
Romanticism,66882.jpg,The Bay of Naples at moonlit night. Vesuvius,wikiart,166238.0,1000.0,788.0,landscape,1840,Ivan Aivazovsky
Romanticism,103227.jpg,William Anderson with two saddle-horses,wikiart,184069.0,788.0,1000.0,genre painting,1793,George Stubbs
Impressionism,52283.jpg,Caliacra,wikiart,139087.0,788.0,1000.0,landscape,,Stefan Popescu
Romanticism,44532.jpg,Assassination of Henry of Germany,wikiart,309601.0,1045.0,754.0,illustration,,Gustave Dore
Impressionism,99603.jpg,Portrait of Harriet Hubbard Ayer,wikiart,109581.0,1097.0,718.0,portrait,1879,William Merritt Chase
Impressionism,71197.jpg,Place de la Republique,wikiart,860932.0,750.0,1050.0,cityscape,,Antoine Blanchard
Impressionism,69075.jpg,La Gare Dorleans et le Quai Dorsay,wikiart,645390.0,750.0,1050.0,cityscape,,Antoine Blanchard
Impressionism,44903.jpg,Notre Dame,wikiart,1395176.0,750.0,1050.0,cityscape,,Antoine Blanchard
Impressionism,97990.jpg,Place de la Republic,wikiart,683178.0,750.0,1050.0,cityscape,,Antoine Blanchard
Impressionism,81329.jpg,Grands Boulevards,wikiart,969779.0,750.0,1050.0,cityscape,,Antoine Blanchard
Impressionism,8532.jpg,"Place de L'Opera, Café de la Paix",wikiart,1069209.0,750.0,1050.0,cityscape,,Antoine Blanchard
Impressionism,68430.jpg,Place de la Concorde,wikiart,837308.0,750.0,1050.0,cityscape,,Antoine Blanchard
Impressionism,100338.jpg,Eglise de Saint Germain des pres,wikiart,956471.0,750.0,1050.0,cityscape,,Antoine Blanchard
Impressionism,7619.jpg,Arc de Triomphe,wikiart,1292388.0,750.0,1050.0,cityscape,,Antoine Blanchard
